Country,Region,Producer,Number_of_Bags,Country_Partner,Harvest_Year,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean_Cup,Sweetness,Cupper_Points,Total_Cup_Points,Moisture,Category_One_Defects,Quakers,Color,Category_Two_Defects,altitude_low_meters,altitude_high_meters,altitude_mean_meters,Bag_Weight,Colors,quality_score,Variety,Processing Method
colombia,pitalito,mecias urbano / yaniver alvarez,250,almacafé,2016,7.75,7.58,7.58,7.5,7.75,7.75,10,10,10,7.58,83.5,0,0,0,green,0,1000,1000,1200,70,green,83.5,Caturra,Natural / Dry
guatemala,oriente,margarita avila de nuyens,250,asociacion nacional del café,2016,7.67,7.75,7.5,7.83,7.58,7.58,10,10,10,7.58,83.5,0.1,0,2,bluish-green,5,1219.2,1219.2,1219.2,69,bluish-green,83.5,Bourbon,Washed / Wet
colombia,huila,la plata,180,almacafé,2015,7.58,7.58,7.58,7.58,7.75,7.67,10,10,10,7.75,83.5,0.12,0,0,green,4,1600,1950,1775,70,green,83.5,Caturra,Washed / Wet
"tanzania, united republic of",nkure- meru,mr & mrs damari absalome,5,africa fine coffee association,2015,7.75,7.67,7.58,7.67,7.67,7.58,10,10,10,7.58,83.5,0.13,0,0,green,21,1400,1400,1400,60,green,83.5,Ruiru 11,Washed / Wet
indonesia,bener meriah,yusrin,200,specialty coffee association,2015,7.25,7.67,7.58,7.92,7.83,7.58,10,10,10,7.67,83.5,0.13,0,0,bluish-green,8,1500,1500,1500,30,bluish-green,83.5,Sumatra,Semi-washed / Semi-pulped
ethiopia,oromia,debesa,320,metad agricultural development plc,2014,7.67,7.75,7.5,7.58,7.75,7.67,10,10,10,7.58,83.5,0.1,1,0,others,18,1600,1600,1600,60,bluish-green,83.5,NA,Natural / Dry
colombia,huila,others,275,almacafé,2014,7.67,7.42,7.67,7.83,7.58,7.67,10,10,10,7.67,83.5,0,1,0,others,0,others,others,1400,2,bluish-green,83.5,NA,Washed / Wet
colombia,huila,others,275,almacafé,2014,8,7.58,7.25,7.58,7.92,7.58,10,10,10,7.58,83.5,0.11,0,0,green,0,1850,1850,1600,70,green,83.5,Caturra,Washed / Wet
guatemala,atitlan,unex,250,specialty coffee association of costa rica,2013,7.58,7.75,7.5,7.83,7.42,7.67,10,10,10,7.75,83.5,0.1,0,0,green,0,1400,1400,2000,1,green,83.5,Caturra,Washed / Wet
colombia,cundinamarca,others,250,almacafé,2014,7.75,7.58,7.33,7.5,7.83,7.83,10,10,10,7.67,83.5,0,2,0,others,0,1650,1650,1400,70,bluish-green,83.5,Caturra,Washed / Wet
honduras,comayagua,reynerio zepeda,275,instituto hondureño del café,2014,7.67,7.5,7.67,7.5,7.67,7.67,10,10,10,7.83,83.5,0.1,0,0,green,3,1350,1350,1400,1,green,83.5,Caturra,Natural / Dry
colombia,huila,others,250,almacafé,2013,7.58,7.75,7.42,7.67,7.75,7.67,10,10,10,7.67,83.5,0,1,0,green,1,1750,1750,1400,70,green,83.5,Caturra,Washed / Wet
colombia,huila,others,250,almacafé,2013,7.58,7.67,7.58,7.75,7.58,7.75,10,10,10,7.58,83.5,0.11,0,others,green,2,1750,1750,1550,70,green,83.5,Caturra,Washed / Wet
mexico,xalapa,manuel herrera juarez,10,amecafe,2012,7.83,7.58,7.25,7.5,7.5,7.42,10,10,10,8.42,83.5,0.13,0,0,green,14,1170,1170,1200,1,green,83.5,Bourbon,Natural / Dry
mexico,chilón,armando gutierrez guzman,10,amecafe,2012,7.67,7.75,7.67,7.75,7.58,7.5,10,10,10,7.58,83.5,0.11,0,0,green,12,940,940,1300,1,green,83.5,Typica,Semi-washed / Semi-pulped
mexico,totutla,gabriel bernard rivas ross,15,amecafe,2012,7.75,7.67,7.67,7.75,7.33,7.5,10,10,10,7.83,83.5,0.12,0,0,green,0,1400,1400,1400,1,green,83.5,Pacamara,Washed / Wet
guatemala,atitlan,rnp santo tomas pachuj / kanematsu corporation,275,asociacion nacional del café,2012,7.83,7.5,7.5,8,7.67,7.5,10,10,10,7.5,83.5,0.1,0,0,green,5,1524,1524,2000,69,green,83.5,Caturra,Washed / Wet
colombia,huila,la plata,175,almacafé,2012,7.67,7.58,7.58,7.67,7.67,7.67,10,10,10,7.67,83.5,0.11,0,0,green,0,1600,1950,1550,70,green,83.5,Caturra,Washed / Wet
guatemala,oriente,conquistamorito,250,specialty coffee association,2012,7.5,7.5,7.75,7.5,8,7.67,10,10,10,7.58,83.5,0,3,0,green,12,1402.08,1402.08,1400,2,green,83.5,Bourbon,Washed / Wet
united states (hawaii),others,others,14,specialty coffee association,others,7.5,7.67,7.58,7.92,7.58,7.67,10,10,10,7.58,83.5,0.01,0,0,others,0,others,others,1400,100,bluish-green,83.5,NA,Other
indonesia,bondowoso,pt. perkebunan nusantara xii,10,specialty coffee association of indonesia,2010,7.83,7.58,7.58,7.58,7.75,7.58,10,10,10,7.58,83.5,0,0,0,others,0,1600,1600,1200,60,bluish-green,83.5,NA,Other
colombia,huila,franklin dussan / hipolito torres,300,almacafé,2017,7.5,7.58,7.58,7.5,7.75,7.83,10,10,10,7.67,83.42,0,0,2,green,1,439,439,1200,29,green,83.42,Caturra,Washed / Wet
guatemala,san marcos,jorge leal,50,asociacion nacional del café,2017,7.67,7.75,7.5,7.58,7.58,7.67,10,10,10,7.67,83.42,0.1,0,0,green,3,1700,1700,1300,69,green,83.42,Bourbon,Washed / Wet
colombia,huila,franklin dussan / hipoloto torres,600,almacafé,2016,7.67,7.67,7.5,7.67,7.67,7.58,10,10,10,7.67,83.42,0.11,0,0,green,2,442,442,1200,29,green,83.42,Caturra,Washed / Wet
costa rica,tarrazu,martin gutierrez,275,specialty coffee association of costa rica,2016,7.58,7.5,7.42,7.92,7.5,7.67,10,10,10,7.83,83.42,0.09,0,0,bluish-green,4,1850,1850,1550,69,bluish-green,83.42,Caturra,Washed / Wet
taiwan,others,黃素貞0939227229,1,blossom valley international,2015,7.67,7.67,7,7.08,7,7,10,10,10,10,83.42,0.11,0,0,bluish-green,0,others,others,1400,10,bluish-green,83.42,NA,Other
uganda,eastern,bulago & buginyanya,20,uganda coffee development authority,2015,7.58,7.75,7.33,7.75,7.67,7.58,10,10,10,7.75,83.42,0.11,0,0,green,1,1800,1800,1200,1218,green,83.42,SL14,Washed / Wet
thailand,thailand,matsuzawa coffee,500,specialty coffee institute of asia,2015,7.5,7.58,7.75,7.5,7.75,7.67,10,10,10,7.67,83.42,0.13,0,0,bluish-green,0,1200,1200,1200,25,bluish-green,83.42,Catimor,Washed / Wet
el salvador,apaneca,"ibero el salvador, s.a. de c.v.",275,salvadoran coffee council,2016,7.58,7.5,7.75,7.58,7.75,7.67,10,10,10,7.58,83.42,0.11,0,0,others,0,1330,1330,1330,69,bluish-green,83.42,Bourbon,Washed / Wet
colombia,huila,franklin dussan/andres rodriguez/hipolito torres,275,almacafé,2015,7.58,7.67,7.58,7.67,7.58,7.67,10,10,10,7.67,83.42,0.12,4,0,green,0,442,442,442,70,green,83.42,Caturra,Natural / Dry
brazil,vale da grama,gabriel carvalho dias,300,brazil specialty coffee association,2014,7.33,7.83,7.75,7.5,7.42,7.83,10,10,10,7.75,83.42,0.12,0,0,green,6,others,others,1700,60,green,83.42,Yellow Bourbon,Semi-washed / Semi-pulped
"tanzania, united republic of",karatu northern,ngila estate ltd,39,africa fine coffee association,2014,7.75,7.67,7.58,7.67,7.58,7.58,10,10,10,7.58,83.42,0.13,0,0,green,4,1600,1600,1800,60,green,83.42,Bourbon,Washed / Wet
colombia,huila,others,250,almacafé,2014,7.58,7.58,7.25,7.75,7.75,8.58,9.33,10,10,7.58,83.42,0.12,0,0,green,1,1813,1813,2000,70,green,83.42,Caturra,Washed / Wet
guatemala,oriente,amilcar lapola,250,asociacion nacional del café,2013,7.75,7.83,7.33,7.83,7.5,7.67,10,10,10,7.5,83.42,0.1,0,0,green,1,1219.2,1219.2,1400,69,green,83.42,Bourbon,Natural / Dry
guatemala,antigua,"siembras visión, s.a.",250,asociacion nacional del café,2014,7.67,7.75,7.5,7.83,7.58,7.5,10,10,10,7.58,83.42,0.1,0,0,green,2,1500,1500,1400,69,green,83.42,Caturra,Washed / Wet
guatemala,oriente,roberto monterroso,250,asociacion nacional del café,2013,7.67,7.5,7.75,7.42,7.75,7.75,10,10,10,7.58,83.42,0.11,0,0,green,0,1310.64,1310.64,1200,69,green,83.42,Bourbon,Washed / Wet
united states (hawaii),kona,others,13,specialty coffee association,2012,7.42,7.75,7.67,7.58,7.67,7.67,10,10,10,7.67,83.42,0,0,0,green,2,others,others,1300,100,green,83.42,Hawaiian Kona,Natural / Dry
colombia,cundinamarca,exportadora de cafe condor,250,almacafé,2012,7.5,7.75,7.58,7.5,7.67,7.75,10,10,10,7.67,83.42,0.11,0,0,green,2,1450,1450,1000,70,green,83.42,Caturra,Washed / Wet
colombia,huila,others,250,almacafé,others,7.58,7.58,7.58,7.67,7.75,7.67,10,10,10,7.58,83.42,0.1,1,0,others,3,others,others,1400,70,bluish-green,83.42,NA,Other
united states (hawaii),kona,kona pacific farmers co-op,12,specialty coffee association,2010,7.5,7.92,7.42,7.67,7.83,7.58,10,10,10,7.5,83.42,0.01,0,0,others,0,others,others,1550,60,bluish-green,83.42,NA,Other
thailand,others,doi tung development project,4,specialty coffee association,others,7.58,7.25,7.5,7.92,7.92,7.42,10,10,10,7.83,83.42,0.11,0,0,others,0,others,others,1600,1,bluish-green,83.42,Peaberry,Other
mexico,nayarit,"productores de cafe de el cuarenteno, s. de p.r. de r.l",6,specialty coffee association,2016,7.25,7.88,7.38,7.63,7.5,8.75,9,10,10,8,83.38,0.09,2,0,others,4,900,1200,2000,6,bluish-green,83.38,NA,Other
colombia,huila,various,275,almacafé,2016,7.75,7.5,7.75,7.58,7.58,7.58,10,10,10,7.58,83.33,0,0,1,others,0,1650,1650,1400,70,bluish-green,83.33,Caturra,Washed / Wet
colombia,guayata,others,130,almacafé,2016,7.67,7.58,7.58,7.42,7.67,7.75,10,10,10,7.67,83.33,0,0,0,bluish-green,0,others,others,1600,70,bluish-green,83.33,Caturra,Washed / Wet
colombia,huila,la plata,275,almacafé,2016,7.83,7.58,7.58,7.58,7.5,7.58,10,10,10,7.67,83.33,0,1,0,green,2,others,others,2000,70,green,83.33,Caturra,Washed / Wet
brazil,south of minas,ipanema agrícola sa,10,specialty coffee association,2015,7.5,7.83,7.33,7.58,7.58,7.92,10,10,10,7.58,83.33,0.1,1,0,green,5,1227,1227,1400,2,green,83.33,Catuai,Semi-washed / Semi-pulped
mexico,chiapas,ecc,275,asociación mexicana de cafés y cafeterías de especialidad a.c.,2014,7.75,7.75,7.5,7.67,7.5,7.58,10,10,10,7.58,83.33,0.12,0,0,green,2,1200,1200,1400,1,green,83.33,Caturra,Washed / Wet
colombia,santander,varios,275,almacafé,2015,7.67,7.75,7.42,7.83,7.83,7.42,10,10,10,7.42,83.33,0.11,0,0,green,1,1650,1650,1400,70,green,83.33,Caturra,Washed / Wet
"tanzania, united republic of",arusha,mondul coffee estate,10,africa fine coffee association,2014,7.75,7.58,7.67,7.58,7.58,7.58,10,10,10,7.58,83.33,0.12,0,0,green,6,1700,1700,1550,60,green,83.33,Other,Semi-washed / Semi-pulped
mexico,veracruz,josé luis andrade sandara,200,amecafe,2013,7.67,7.67,7.58,7.67,7.5,7.58,10,10,10,7.67,83.33,0.12,0,0,green,0,1100,1100,1200,1,green,83.33,Other,Washed / Wet
costa rica,san ramon,several,250,specialty coffee association,2014,7.67,7.67,7.42,7.67,7.67,7.67,10,10,10,7.58,83.33,0.12,0,0,green,3,1300,1300,1300,3,green,83.33,Caturra,Washed / Wet
united states (hawaii),kona,others,12,specialty coffee association,2014,7.83,7.58,7.83,7.67,7.92,8,9.33,10,9.33,7.83,83.33,0.11,0,0,bluish-green,1,others,others,1400,100,bluish-green,83.33,Hawaiian Kona,Natural / Dry
costa rica,central valley,coricafe blend,250,specialty coffee association of costa rica,2013,7.5,7.67,7.67,7.5,7.83,7.17,10,10,10,8,83.33,0.11,0,0,green,3,1100,1300,2000,1,green,83.33,Catuai,Washed / Wet
peru,others,others,280,specialty coffee association,2013,7.83,7.75,7.58,7.83,7.92,7.58,9.33,10,10,7.5,83.33,0.12,0,0,green,5,others,others,1550,5,green,83.33,NA,Washed / Wet
haiti,"thiotte, haiti",coopcab,2,specialty coffee association,2012,7.58,7.5,7.67,7.5,7.83,7.42,10,10,10,7.83,83.33,0.11,0,0,green,4,1280.16,1280.16,1400,4,green,83.33,Typica,Washed / Wet
colombia,pitalito,orlando ortiz / hipolito torres,250,almacafé,2013,7.67,7.67,7.5,7.67,7.92,7.42,10,10,10,7.5,83.33,0.11,0,0,green,1,1000,1000,1400,70,green,83.33,Caturra,Natural / Dry
guatemala,oriente,luis rodriguez,250,asociacion nacional del café,2013,7.83,7.67,7.17,7.67,7.67,7.67,10,10,10,7.67,83.33,0.11,0,0,green,3,1310.64,1310.64,1200,69,green,83.33,Bourbon,Washed / Wet
united states (hawaii),kona,others,7,specialty coffee association,2012,7.92,7.5,7.58,7.83,7.67,7.67,9.33,10,10,7.83,83.33,0.1,0,0,bluish-green,4,others,others,1200,100,bluish-green,83.33,Hawaiian Kona,Natural / Dry
burundi,kayanza,others,220,specialty coffee association,2012,7.75,7.67,7.33,7.5,7.5,7.75,10,10,10,7.83,83.33,0,0,0,others,5,1880,1880,1300,60,bluish-green,83.33,Bourbon,Washed / Wet
colombia,huila,condor,250,almacafé,2012,7.5,7.67,7.67,7.58,7.67,7.58,10,10,10,7.67,83.33,0,0,0,green,1,1750,1750,1200,70,green,83.33,Caturra,Washed / Wet
united states (hawaii),kona,others,27,specialty coffee association,others,8.08,7.83,7.83,7.75,7.67,7.58,9.33,10,9.33,7.92,83.33,0.01,0,0,others,0,others,others,1550,100,bluish-green,83.33,NA,Other
united states (hawaii),others,others,25,specialty coffee association,others,7.58,7.67,7.58,7.5,7.83,7.67,10,10,10,7.5,83.33,0,0,0,others,0,others,others,1400,100,bluish-green,83.33,NA,Other
mexico,sierra madre occidental,balbino ramirez flores,50,centro agroecológico del café a.c.,2017,7.67,7.83,7.42,7.83,7.33,7.5,10,10,10,7.67,83.25,0.11,0,0,bluish-green,0,1600,1600,1200,50,bluish-green,83.25,Typica,Washed / Wet
costa rica,tarrazu,manuel montero,29,specialty coffee association,2016,7.5,7.5,7.83,7.5,7.67,7.67,10,10,10,7.58,83.25,0.11,0,0,green,0,1900,1900,1400,46,green,83.25,Catuai,Pulped natural / honey
costa rica,tarrazu,coopellanobonito,275,specialty coffee association of costa rica,2015,7.83,7.5,7.42,7.67,7.5,7.67,10,10,10,7.67,83.25,0.11,0,0,others,0,others,others,1800,69,bluish-green,83.25,NA,Washed / Wet
guatemala,nuevo oriente,pablo chuy,275,asociacion nacional del café,2016,7.5,7.58,7.42,7.83,7.67,7.58,10,10,10,7.67,83.25,0.11,0,2,green,7,2100,2100,1300,0,green,83.25,Pacas,Washed / Wet
uganda,"sipi, mt elgon",kawacom uganda ltd,150,uganda coffee development authority,2015,7.5,7.67,7.67,7.42,7.67,7.67,10,10,10,7.67,83.25,0.12,0,0,green,1,others,others,1400,9000,green,83.25,SL14,Washed / Wet
brazil,campos altos - cerrado,others,300,brazil specialty coffee association,2016,7.58,7.67,7.42,7.5,7.67,7.42,10,10,10,8,83.25,0.12,0,0,green,4,others,others,1400,60,green,83.25,NA,Other
colombia,huila,franklin dussan,304,almacafé,2016,7.58,7.67,7.67,7.17,7.75,7.83,10,10,10,7.58,83.25,0,0,0,green,2,442,442,1550,35,green,83.25,Caturra,Natural / Dry
mexico,cuarenteño,rafael arroyo zoto,11,asociación mexicana de cafés y cafeterías de especialidad a.c.,2015,7.83,7.75,7.5,7.58,7.58,7.58,10,10,10,7.42,83.25,0.12,0,0,bluish-green,2,1261,1261,1261,2,bluish-green,83.25,Typica,Natural / Dry
taiwan,natou county,lin yen chien 林言謙,10,specialty coffee association,2015,7.67,7.5,7.5,7.5,7.67,7.83,10,10,10,7.58,83.25,0.1,0,0,bluish-green,0,1000,1000,1000,15,bluish-green,83.25,Bourbon,Washed / Wet
taiwan,南投國姓,蘇詠晴,10,blossom valley international,2014,7.92,7.83,7.75,7.58,7.5,7.33,10,10,10,7.33,83.25,0.1,0,0,green,0,800,800,800,60,green,83.25,Typica,Washed / Wet
colombia,eje cafetero,others,250,almacafé,2014,7.58,7.58,7.5,7.58,7.58,7.75,10,10,10,7.67,83.25,0,0,0,green,0,1483,1483,1483,70,green,83.25,Caturra,Natural / Dry
guatemala,antigua,"siembras visión, s.a.",26,asociacion nacional del café,2014,7.5,7.67,7.58,7.67,7.67,7.5,10,10,10,7.67,83.25,0.1,0,0,green,1,1500,1500,1500,69,green,83.25,Caturra,Washed / Wet
colombia,huila,others,275,almacafé,2013,7.83,7.5,7.67,7.33,7.67,7.67,10,10,10,7.58,83.25,0.11,0,0,green,1,1750,1750,1750,70,green,83.25,Caturra,Washed / Wet
mexico,chiapas,vrios productores,200,amecafe,2013,7.58,7.75,7.5,7.5,7.58,7.58,10,10,10,7.75,83.25,0.12,0,0,green,6,1300,1300,1300,1,green,83.25,Bourbon,Washed / Wet
united states (hawaii),kona,others,11,specialty coffee association,2012,7.58,7.75,7.83,8,8.08,7.67,9.33,10,9.33,7.67,83.25,0.11,0,0,bluish-green,4,others,others,1700,100,bluish-green,83.25,Hawaiian Kona,Natural / Dry
mexico,veracruz,ernesto rodriguez luna,10,amecafe,2012,7.75,7.58,7.58,7.58,7.5,7.58,10,10,10,7.67,83.25,0.13,0,0,green,7,others,others,1800,1,green,83.25,Mundo Novo,Washed / Wet
mexico,fortín de las flores,modesto landeros flores,54,amecafe,2012,7.75,7.75,7.42,7.92,7.33,7.5,10,10,10,7.58,83.25,0.12,0,0,bluish-green,0,1000,1000,2000,1,bluish-green,83.25,Caturra,Washed / Wet
guatemala,oriente,agropecuaria quiagral,250,asociacion nacional del café,2012,7.83,7.58,7.08,7.83,7.42,8.08,10,10,10,7.42,83.25,0.11,0,0,green,9,1310.64,1310.64,1400,1,green,83.25,Bourbon,Washed / Wet
brazil,grama valley,eliane de andrade cyrino noqueira,30,nucoffee,2012,7.75,7.67,7.5,7.58,7.58,7.58,10,10,10,7.58,83.25,0.11,0,0,bluish-green,1,1200,1200,1400,60,bluish-green,83.25,Yellow Bourbon,Semi-washed / Semi-pulped
colombia,huila,others,250,almacafé,2012,7.67,7.58,7.58,7.42,7.83,7.58,10,10,10,7.58,83.25,0.12,0,0,green,1,175,175,1200,70,green,83.25,Caturra,Washed / Wet
colombia,la plata,la plata,175,almacafé,2012,7.67,7.67,7.5,7.5,7.58,7.67,10,10,10,7.67,83.25,0.11,0,0,green,0,1600,1950,1300,70,green,83.25,Caturra,Washed / Wet
colombia,huila,others,250,almacafé,2011,7.92,7.75,7.25,7.42,7.83,7.58,10,10,10,7.5,83.25,0.08,0,0,others,0,1600,1800,1000,70,bluish-green,83.25,NA,Other
colombia,cauca,others,250,almacafé,2010,8,7.67,7.67,7.25,7.67,7.5,10,10,10,7.5,83.25,0.13,0,0,others,1,1880,1880,1400,70,bluish-green,83.25,NA,Other
colombia,cundinamarca,exportadora de café cóndor s.a,250,almacafé,2010,7.92,7.75,7.5,7.42,7.42,7.67,10,10,10,7.58,83.25,0.04,0,0,others,1,1800,1800,1550,70,bluish-green,83.25,NA,Other
brazil,south of minas,ipanema agricola s.a,320,brazil specialty coffee association,2018,7.67,7.42,7.5,7.58,7.67,7.58,10,10,10,7.75,83.17,0.11,0,0,green,4,890,890,1600,60,green,83.17,Bourbon,Natural / Dry
guatemala,oriente,agroindustrias cafetaleras,275,asociacion nacional del café,2017,7.58,7.58,7.33,7.67,7.75,7.58,10,10,10,7.67,83.17,0.1,0,0,green,1,1901,1901,2000,69,green,83.17,Bourbon,Washed / Wet
"tanzania, united republic of",moshi,mamsera,320,tanzanian coffee board,2016,7.67,7.58,7.42,7.67,7.67,7.58,10,10,10,7.58,83.17,0.12,0,0,green,3,168,168,1400,60,green,83.17,Bourbon,Washed / Wet
peru,others,others,200,central de organizaciones productoras de café y cacao del perú - central café & cacao,2017,7.92,7.5,7.5,7.58,7.67,7.5,10,10,10,7.5,83.17,0.11,0,1,green,0,others,others,1600,13800,green,83.17,NA,Other
vietnam,dala,"yeh, li chuan",1,specialty coffee association,2017,7.58,7.42,7.08,7.33,7.58,8.58,10,10,10,7.58,83.17,0.07,0,0,others,0,1550,1550,2000,2,bluish-green,83.17,Catimor,Natural / Dry
guatemala,antigua,finca medina,250,asociacion nacional del café,2016,7.67,7.75,7.42,7.75,7.58,7.5,10,10,10,7.5,83.17,0.11,2,2,green,3,1500,1500,1400,1500,green,83.17,Caturra,Washed / Wet
honduras,marcala,jose omar acosta,275,instituto hondureño del café,2016,7.67,7.67,7.5,7.67,7.5,7.67,10,10,10,7.5,83.17,0.11,0,1,bluish-green,1,1450,1450,1400,69,bluish-green,83.17,Catuai,Washed / Wet
china,yunnan,mojiang jinggong estate speciality development co.ltd,3,yunnan coffee exchange,2015,7.5,7.67,7.33,7.67,7.67,7.67,10,10,10,7.67,83.17,0.11,0,0,green,0,1200,1200,1400,60,green,83.17,Catimor,Washed / Wet
china,dehong prefecture,yunnan success trade co.ltd,3,yunnan coffee exchange,2015,7.67,7.67,7.5,7.67,7.42,7.58,10,10,10,7.67,83.17,0.1,0,0,green,3,1600,1600,1550,60,green,83.17,Catimor,Washed / Wet
el salvador,apaneca,ecom agroindustrial corp. ltd.,275,salvadoran coffee council,2016,7.5,7.5,7.33,7.67,8,7.67,10,10,10,7.5,83.17,0,0,0,green,0,1350,1350,1200,69,green,83.17,Bourbon,Washed / Wet
guatemala,antigua,finca medina,150,asociacion nacional del café,2015,7.5,7.75,7.5,7.83,7.58,7.5,10,10,10,7.5,83.17,0.11,0,0,green,1,1500,1500,1300,69,green,83.17,Bourbon,Washed / Wet
guatemala,oriente,papaturro,100,asociacion nacional del café,2015,7.92,7.67,7.42,7.75,7.5,7.5,10,10,10,7.42,83.17,0.12,0,0,green,3,1400,1900,1400,69,green,83.17,Bourbon,Washed / Wet
kenya,kenya,others,300,kenya coffee traders association,2014,7.83,7.75,7.67,7.75,7.83,8.5,9.33,9.33,9.33,7.83,83.17,0.1,0,0,bluish-green,1,1,500,2000,2,bluish-green,83.17,SL28,Washed / Wet
thailand,thailand,doi tung development project,1,specialty coffee association,2014,7.67,7.58,7.58,7.75,7.42,7.67,10,10,10,7.5,83.17,0.12,0,0,bluish-green,0,800,800,1550,1,bluish-green,83.17,NA,Washed / Wet
"tanzania, united republic of",mbinga,tutunze kahawa ltd,180,africa fine coffee association,2014,7.58,7.67,7.67,7.58,7.42,7.58,10,10,10,7.67,83.17,0.13,0,0,bluish-green,6,1653,1653,1400,60,bluish-green,83.17,Other,Washed / Wet
colombia,huila,la plata,232,almacafé,2014,7.58,7.5,7.5,7.67,7.5,7.67,10,10,10,7.75,83.17,0,0,0,others,4,1600,1950,1400,70,bluish-green,83.17,Caturra,Washed / Wet
uganda,eastern,kabum trading company,84,uganda coffee development authority,2014,8,7.67,7.5,7.42,7.33,7.58,10,10,10,7.67,83.17,0.1,0,0,bluish-green,0,1800,1800,1200,60,bluish-green,83.17,SL14,Washed / Wet
colombia,others,unkown,1,specialty coffee association,2014,7.58,7.75,7.5,7.58,7.58,7.58,10,10,10,7.58,83.17,0.11,10,0,green,3,others,others,1200,4,green,83.17,NA,Washed / Wet
honduras,san marcos,nelson melgar melgar,275,instituto hondureño del café,2013,7.5,7.5,7.5,7.67,7.67,7.67,10,10,10,7.67,83.17,0.1,0,0,green,5,1450,1450,1300,1,green,83.17,Catuai,Natural / Dry
honduras,comayagua,reynerio zepeda,275,instituto hondureño del café,2014,7.67,7.67,7.5,7.67,7.5,7.67,10,10,10,7.5,83.17,0.11,0,0,green,3,1350,1350,1200,1,green,83.17,Caturra,Natural / Dry
guatemala,san marcos,"agricola nueva granada, s.a.",200,asociacion nacional del café,2014,7.33,7.83,7.17,8.17,7.33,7.67,10,10,10,7.67,83.17,0.09,0,0,green,1,1524,1524,1550,69,green,83.17,Catuai,Washed / Wet
united states (hawaii),kona,others,6,specialty coffee association,2013,7.5,7.5,7.58,7.42,7.92,7.67,10,10,10,7.58,83.17,0.11,0,0,bluish-green,0,others,others,1400,100,bluish-green,83.17,Hawaiian Kona,Natural / Dry
"tanzania, united republic of",kilimanjaro,others,300,tanzanian coffee board,2014,7.58,7.5,7.58,7.75,7.58,7.58,10,10,10,7.58,83.17,0.12,0,0,green,1,1800,1800,1200,1,green,83.17,Bourbon,Washed / Wet
guatemala,oriente,roberto monterroso,250,asociacion nacional del café,2013,7.67,7.83,7.33,7.67,7.5,7.67,10,10,10,7.5,83.17,0.11,0,0,green,2,1310.64,1310.64,1400,69,green,83.17,Bourbon,Washed / Wet
mexico,chiapas,margarito roblero vazquez,45,amecafe,2013,7.75,7.58,7.58,7.58,7.5,7.42,10,10,10,7.75,83.17,0.11,0,0,green,2,1500,1500,1800,1,green,83.17,Typica,Washed / Wet
mexico,"tlanchinol, hidalgo",amador hernandez dionicio,10,amecafe,2012,7.75,7.67,7.58,7.5,7.42,7.58,10,10,10,7.67,83.17,0.12,3,0,others,8,532,532,1300,1,bluish-green,83.17,Typica,Washed / Wet
mexico,san bartolo tutotepec,"trejo velasco, roman",10,amecafe,2012,7.58,7.75,7.42,7.67,7.5,7.58,10,10,10,7.67,83.17,0.14,0,0,others,10,1089,1089,1400,1,bluish-green,83.17,Pacamara,Washed / Wet
colombia,huila,la plata,275,almacafé,2012,7.67,7.5,7.5,7.5,7.58,8.17,10,10,10,7.25,83.17,0.11,1,0,green,2,1600,1950,1400,70,green,83.17,Caturra,Washed / Wet
mexico,san isidro,fernando mendoza aparicio,15,amecafe,2012,7.75,7.5,7.42,7.75,7.58,7.58,10,10,10,7.58,83.17,0.13,0,0,green,5,700,700,1550,1,green,83.17,Typica,Washed / Wet
colombia,huila,others,250,almacafé,2012,7.58,7.67,7.5,7.58,7.67,7.67,10,10,10,7.5,83.17,0.11,0,0,bluish-green,0,1750,1750,1750,70,bluish-green,83.17,Caturra,Washed / Wet
mexico,la concordia,octavio moguel farrera,250,amecafe,2012,7.5,7.75,7.58,7.58,7.67,7.5,10,10,10,7.58,83.17,0.11,0,0,others,5,1380,1380,1380,1,bluish-green,83.17,Typica,Washed / Wet
brazil,south of minas,giovane senna bonacorssi,50,nucoffee,2012,7.75,7.67,7.58,7.5,7.58,7.58,10,10,10,7.5,83.17,0.12,0,0,green,1,1000,1000,1000,60,green,83.17,Mundo Novo,Natural / Dry
brazil,mogiana,maria aparecida ferreira azevedo,100,nucoffee,2012,7.92,7.58,7.5,7.58,7.42,7.5,10,10,10,7.67,83.17,0.11,0,0,green,4,950,950,950,60,green,83.17,Mundo Novo,Natural / Dry
guatemala,oriente,conquista / morito,250,specialty coffee association,2012,7.75,7.5,7.67,7.5,7.92,8,10,10,9.33,7.5,83.17,0,0,0,green,10,1402.08,1402.08,1402.08,2,green,83.17,Bourbon,Washed / Wet
brazil,south of minas,andrea galvão noqueira,25,nucoffee,2011,7.75,7.5,7.58,7.5,7.75,7.5,10,10,10,7.58,83.17,0.12,0,0,bluish-green,3,1000,1000,1000,60,bluish-green,83.17,Mundo Novo,Semi-washed / Semi-pulped
brazil,south of minas,mario dornelles alvarenga,90,nucoffee,2011,7.58,7.75,7.67,7.5,7.67,7.58,10,10,10,7.42,83.17,0.02,0,0,others,2,900,900,900,60,bluish-green,83.17,NA,Other
el salvador,santa ana,several,250,specialty coffee association,2010,7.42,7.83,8.17,8.08,7.17,7.58,10,9.33,10,7.58,83.17,0.14,0,0,others,3,1200,1200,1200,69,bluish-green,83.17,NA,Other
